A1237,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-core-2-duo-1.6-13-specs.html
A1237,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-core-2-duo-1.8-13-specs.html
A1304,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-core-2-duo-1.6-13-nvidia-late-2008-specs.html
A1304,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-core-2-duo-1.86-13-nvidia-late-2008-specs.html
A1304,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-core-2-duo-1.86-13-mid-2009-specs.html
A1370,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-core-2-duo-1.4-11-late-2010-specs.html
A1370,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-core-2-duo-1.6-11-late-2010-specs.html
A1369,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-core-2-duo-1.86-13-late-2010-specs.html
A1369,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-core-2-duo-2.13-13-late-2010-specs.html
A1370,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-core-i5-1.6-11-mid-2011-specs.html
A1370,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-core-i7-1.8-11-mid-2011-specs.html
A1369,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-core-i5-1.7-13-mid-2011-specs.html
A1369,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-core-i7-1.8-13-mid-2011-specs.html
A1369,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-core-i5-1.6-13-early-2012-edu-specs.html
A1465,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-core-i5-1.7-11-mid-2012-specs.html
A1465,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-core-i7-2.0-11-mid-2012-specs.html
A1466,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-core-i5-1.7-13-mid-2012-specs.html
A1466,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-core-i5-1.8-13-mid-2012-specs.html
A1466,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-core-i7-2.0-13-mid-2012-specs.html
A1465,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-core-i5-1.3-11-mid-2013-specs.html
A1465,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-core-i7-1.7-11-mid-2013-specs.html
A1466,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-core-i5-1.3-13-mid-2013-specs.html
A1466,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-core-i7-1.7-13-mid-2013-specs.html
A1465,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-core-i5-1.4-11-early-2014-specs.html
A1465,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-core-i7-1.7-11-early-2014-specs.html
A1466,https://everymac.com/systems/apple/macbook-air/specs/macbook-air-core-i5-1.4-13-early-2014-specs.html
